Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:30:00;21:30:00;28/09/2022;Sala/anfiteatro aulas;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;19:00:00;20:00:00;21/09/2022;Sala/anfiteatro aulas;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;19:30:00;21:30:00;14/12/2022;Sala/anfiteatro aulas;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;20:00:00;22:00:00;07/12/2022;Sala de Aulas normal;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:30:00;20:30:00;30/11/2022;Sala de Aulas normal;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:00:00;20:00:00;23/11/2022;Sala de Aulas normal;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:00:00;19:00:00;16/11/2022;Sala de Aulas normal;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:30:00;20:30:00;09/11/2022;Sala de Aulas normal;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;19:00:00;20:00:00;02/11/2022;Sala de Aulas normal;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;19:00:00;21:00:00;26/10/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:00:00;19:00:00;19/10/2022;Sala de Aulas normal;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;18:30:00;19:30:00;12/10/2022;Sala de Aulas normal;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;20:00:00;22:00:00;28/09/2022;Sala/anfiteatro aulas;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LSS-PL;Direito Social;00437TP01;SS-PL-A1;35;Qua;20:00:00;22:00:00;21/09/2022;Sala/anfiteatro aulas;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Sáb;11:30:00;14:30:00;10/12/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Sáb;08:00:00;10:00:00;03/12/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Qui;15:00:00;16:00:00;24/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Qui;15:00:00;18:00:00;17/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Qui;16:00:00;18:00:00;10/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Qui;15:30:00;17:30:00;24/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Qui;16:00:00;19:00:00;17/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Qui;14:30:00;15:30:00;10/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;15:30:00;16:30:00;28/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;13:00:00;15:00:00;21/11/2022;BYOD (Bring Your Own Device);D1.07;27;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;16:00:00;18:00:00;14/11/2022;BYOD (Bring Your Own Device);D1.07;27;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;16:30:00;18:30:00;07/11/2022;BYOD (Bring Your Own Device);D1.07;27;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;14:00:00;15:00:00;28/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;15:30:00;18:30:00;21/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;14:30:00;17:30:00;14/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP05;CDC2;27;Seg;14:30:00;15:30:00;07/11/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;14:30:00;17:30:00;05/12/2022;Sala/anfiteatro aulas;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;13:00:00;15:00:00;28/11/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;16:30:00;18:30:00;21/11/2022;Sala de Aulas normal;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;13:00:00;16:00:00;14/11/2022;Sala de Aulas normal;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;15:00:00;17:00:00;07/11/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;14:30:00;15:30:00;31/10/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;13:30:00;16:30:00;24/10/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;16:30:00;18:30:00;17/10/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;14:30:00;17:30:00;10/10/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;15:00:00;17:00:00;03/10/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;15:30:00;18:30:00;26/09/2022;Anfiteatro aulas;Auditório B1.03;204;Anfiteatro aulas
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;150;Seg;16:30:00;18:30:00;19/09/2022;Anfiteatro aulas;Auditório B1.04;192;Anfiteatro aulas
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399TP04;LTDG-A1;0;Seg;15:30:00;16:30:00;12/12/2022;Sala/anfiteatro aulas;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399TP04;LTDG-A1;0;Qui;13:00:00;14:00:00;15/12/2022;Não necessita de sala;;;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399TP04;LTDG-A1;0;Qui;13:30:00;14:30:00;24/11/2022;Não necessita de sala;;;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399TP04;LTDG-A1;0;Qui;15:30:00;16:30:00;17/11/2022;Não necessita de sala;;;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399TP04;LTDG-A1;0;Qui;14:00:00;16:00:00;10/11/2022;Não necessita de sala;;;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399TP04;LTDG-A1;0;Qui;16:30:00;18:30:00;03/11/2022;Não necessita de sala;;;
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;20:30:00;21:30:00;21/10/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:00:00;20:00:00;14/10/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:30:00;20:30:00;07/10/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:00:00;19:00:00;30/09/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;21:30:00;23/09/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;20:30:00;21:30:00;21/10/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:30:00;21:30:00;14/10/2022;BYOD (Bring Your Own Device);D1.07;27;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;20:30:00;21:30:00;07/10/2022;BYOD (Bring Your Own Device);D1.07;27;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;20:30:00;30/09/2022;BYOD (Bring Your Own Device);D1.07;27;BYOD (Bring Your Own Device)
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:00:00;20:00:00;23/09/2022;BYOD (Bring Your Own Device);D1.05;30;BYOD (Bring Your Own Device)
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Ter;13:30:00;14:30:00;29/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Sex;16:30:00;17:30:00;02/12/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;16:00:00;17:00:00;24/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;14:30:00;15:30:00;17/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;16:30:00;18:30:00;10/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;14:00:00;15:00:00;03/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;14:30:00;16:30:00;24/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;13:30:00;15:30:00;17/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;15:30:00;18:30:00;10/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;15:00:00;18:00:00;03/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;13:00:00;16:00:00;14/10/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;15:30:00;16:30:00;14/10/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;16:30:00;19:30:00;12/10/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;16:00:00;19:00:00;28/09/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;13:00:00;15:00:00;21/09/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;14:00:00;15:00:00;14/09/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;15:00:00;17:00:00;12/10/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;13:30:00;14:30:00;28/09/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;16:30:00;17:30:00;21/09/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;14:30:00;15:30:00;14/09/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;14:00:00;16:00:00;14/10/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;16:00:00;18:00:00;07/10/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;14:30:00;15:30:00;30/09/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;14:30:00;15:30:00;23/09/2022;Sala Aulas Mestrado;AA2.24;30;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;16:00:00;19:00:00;16/09/2022;Sala Aulas Mestrado;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;14:30:00;15:30:00;14/10/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;16:30:00;18:30:00;07/10/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;15:30:00;18:30:00;30/09/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;16:30:00;17:30:00;23/09/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;16:00:00;17:00:00;16/09/2022;Sala Aulas Mestrado;AA2.25;38;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;19:30:00;20:30:00;05/12/2022;Sala/anfiteatro aulas;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;21:00:00;22:00:00;28/11/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;18:30:00;19:30:00;21/11/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;20:00:00;21:00:00;14/11/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;19:00:00;21:00:00;07/11/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;21:00:00;22:00:00;24/10/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;19:30:00;20:30:00;17/10/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;19:30:00;20:30:00;10/10/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;18:00:00;21:00:00;03/10/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;19:00:00;21:00:00;26/09/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;18:30:00;20:30:00;19/09/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
LEI, LEI-PL;Agentes Autónomos;03727T01;EI-PL-C2, EI-PL-C1;51;Seg;18:30:00;21:30:00;12/09/2022;Sala de Aulas normal;AA2.23;50;Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
